MEMBERSHIP_NUMBER,MEMBERSHIP_TERM_YEARS,ANNUAL_FEES,MEMBER_MARITAL_STATUS,MEMBER_GENDER,MEMBER_ANNUAL_INCOME,MEMBER_OCCUPATION_CD,MEMBERSHIP_PACKAGE,MEMBER_AGE_AT_ISSUE,ADDITIONAL_MEMBERS,PAYMENT_MODE,AGENT_CODE,MEMBERSHIP_STATUS
A00296,17,120000.96,M,M,639996,1,TYPE-B,30,1,MONTHLY,6166,INFORCE
A00297,54,100000.8,M,M,543996,1,TYPE-B,29,3,MONTHLY,13944,INFORCE
A00298,17,100000,M,M,399996,1,TYPE-B,30,2,SEMI-ANNUAL,114033,INFORCE
A00299,61,100000,M,F,336000,1,TYPE-B,22,3,ANNUAL,128699,INFORCE
A00300,55,100000.8,M,F,560004,1,TYPE-B,28,2,MONTHLY,5100,INFORCE
A00301,17,100000,M,M,1400004,1,TYPE-B,30,1,ANNUAL,131022,INFORCE
A00302,17,150000,S,M,849996,1,TYPE-B,27,0,ANNUAL,97966,INFORCE
A00303,27,100000,M,M,3999996,1,TYPE-B,39,1,SEMI-ANNUAL,194611,CANCELLED
A00304,17,120000.96,S,M,500004,1,TYPE-B,23,0,MONTHLY,163600,CANCELLED
A00305,12,120000.96,S,M,180000,1,TYPE-B,25,0,MONTHLY,128377,CANCELLED
A00306,53,100000,M,F,519996,1,TYPE-B,30,1,QUARTERLY,89800,CANCELLED
A00307,17,100000,,,,1,TYPE-B,42,0,SEMI-ANNUAL,161833,INFORCE
A00308,17,150000,M,F,,4,TYPE-B,21,3,ANNUAL,3388,INFORCE
A00309,17,100000,M,M,800004,1,TYPE-B,30,2,QUARTERLY,69800,CANCELLED
A00310,17,150000,M,M,699996,1,TYPE-B,44,3,SEMI-ANNUAL,139677,INFORCE
A00311,17,150000,M,F,,4,TYPE-B,38,3,SEMI-ANNUAL,139677,CANCELLED
A00312,12,100000,M,M,600000,1,TYPE-B,41,1,ANNUAL,131300,INFORCE
A00313,17,100000,M,M,650004,1,TYPE-B,30,1,ANNUAL,38500,CANCELLED
A00314,17,120000.96,,,,1,TYPE-B,57,3,MONTHLY,131988,INFORCE
A00315,36,100000.8,M,M,410004,1,TYPE-B,39,1,MONTHLY,10077,INFORCE
A00316,17,100000,M,M,2499996,1,TYPE-B,40,1,ANNUAL,167422,INFORCE
A00317,17,100000,M,M,420000,1,TYPE-B,34,2,ANNUAL,194611,INFORCE
A00318,12,100001,M,M,500004,1,TYPE-B,46,1,ANNUAL,44866,INFORCE
A00319,17,100000,M,F,,4,TYPE-B,30,2,SEMI-ANNUAL,162411,INFORCE
A00320,47,103375,S,M,800004,1,TYPE-B,25,0,SEMI-ANNUAL,108599,CANCELLED
A00321,12,120000.96,M,M,150000,1,TYPE-B,40,2,MONTHLY,128377,CANCELLED
A00322,55,100000,S,M,800004,1,TYPE-B,28,0,SEMI-ANNUAL,144311,INFORCE
A00323,12,2010000,M,M,1500000,1,TYPE-B,52,1,MONTHLY,45633,INFORCE
A00324,12,100000,M,M,7299996,1,TYPE-B,40,1,ANNUAL,47399,INFORCE
A00325,17,100000,M,M,1200000,1,TYPE-B,47,1,ANNUAL,204022,CANCELLED
A00326,12,200000,S,M,260004,1,TYPE-B,25,0,ANNUAL,138366,CANCELLED
A00327,55,199000,M,M,399996,1,TYPE-B,28,1,SEMI-ANNUAL,204766,CANCELLED
A00328,12,150000,M,M,300000,1,TYPE-B,39,3,ANNUAL,138366,CANCELLED
A00329,12,200000,S,F,350004,1,TYPE-B,25,0,ANNUAL,138366,CANCELLED
A00330,12,140000,S,F,200004,1,TYPE-B,22,0,ANNUAL,56399,INFORCE
A00331,12,100000,M,M,699996,5,TYPE-B,48,1,ANNUAL,97400,INFORCE
A00332,12,100000.8,S,M,500004,1,TYPE-B,25,0,MONTHLY,533,INFORCE
A00333,51,100000.8,M,M,440004,1,TYPE-B,34,3,MONTHLY,128377,INFORCE
A00334,12,100000,M,M,249996,1,TYPE-B,51,2,QUARTERLY,179377,INFORCE
A00335,17,102000,S,F,300000,1,TYPE-B,29,0,MONTHLY,182288,CANCELLED
A00336,17,100000,M,M,699996,1,TYPE-B,35,3,SEMI-ANNUAL,205344,CANCELLED
A00337,59,100000,S,M,399996,1,TYPE-B,24,0,QUARTERLY,13944,INFORCE
A00338,12,100000,,,,1,TYPE-B,40,3,ANNUAL,47399,CANCELLED
A00339,17,100000.8,S,M,380004,1,TYPE-B,26,0,MONTHLY,70300,INFORCE
A00340,35,100000,M,F,350004,1,TYPE-B,50,3,ANNUAL,29577,INFORCE
A00341,12,300001,S,M,260004,1,TYPE-B,26,0,ANNUAL,138366,CANCELLED
A00342,43,199999,M,F,504000,1,TYPE-B,42,2,ANNUAL,53533,INFORCE
A00343,55,100000,M,M,300000,1,TYPE-B,28,3,SEMI-ANNUAL,129399,INFORCE
A00344,12,100000,S,M,297996,1,TYPE-B,25,0,QUARTERLY,96355,INFORCE
A00345,41,100000,,,,1,TYPE-B,57,1,ANNUAL,119066,INFORCE
A00346,55,100000,M,M,336000,1,TYPE-B,27,1,ANNUAL,190699,INFORCE
A00347,12,100000,M,M,200004,1,TYPE-B,28,1,QUARTERLY,179377,CANCELLED
A00348,22,120000,S,M,750000,1,TYPE-B,23,0,MONTHLY,210511,CANCELLED
A00349,12,100000,S,M,399996,1,TYPE-B,30,0,SEMI-ANNUAL,183111,CANCELLED
A00350,17,180000,M,M,750000,1,TYPE-B,33,1,MONTHLY,210511,CANCELLED
A00351,34,1500000,M,M,402120,1,TYPE-B,51,1,ANNUAL,193311,INFORCE
A00352,43,100000,S,M,350004,1,TYPE-B,41,0,QUARTERLY,104244,CANCELLED
A00353,43,351000,M,M,500004,1,TYPE-B,42,1,ANNUAL,145100,INFORCE
A00354,17,100000,,,,1,TYPE-B,29,0,QUARTERLY,96455,CANCELLED
A00355,12,100000,M,M,200004,1,TYPE-B,42,3,ANNUAL,7088,INFORCE
A00356,28,100000,M,M,300000,1,TYPE-B,56,2,QUARTERLY,143400,INFORCE
A00357,12,100000,M,M,249996,5,TYPE-B,43,2,QUARTERLY,56299,INFORCE
A00358,64,120000.96,S,M,120000,1,TYPE-B,19,0,MONTHLY,100533,INFORCE
A00359,12,100000,M,F,,4,TYPE-B,33,1,QUARTERLY,134166,CANCELLED
A00360,28,150000,M,M,630000,1,TYPE-B,57,2,ANNUAL,86244,INFORCE
A00361,43,111111,M,M,249996,1,TYPE-B,41,1,ANNUAL,121422,INFORCE
A00362,17,102500,,,,5,TYPE-B,49,0,ANNUAL,89377,CANCELLED
A00363,17,100000,,,,1,TYPE-B,59,0,ANNUAL,69800,INFORCE
A00364,64,101000,,,,1,TYPE-B,70,0,ANNUAL,121422,INFORCE
A00365,29,100000,M,F,420000,1,TYPE-B,56,1,ANNUAL,199588,INFORCE
A00366,28,100000,M,F,249996,1,TYPE-B,47,2,ANNUAL,10077,INFORCE
A00367,61,100000.19,,,,1,TYPE-B,46,0,ANNUAL,10077,INFORCE
A00368,59,100000.19,,,,4,TYPE-B,45,0,ANNUAL,10077,INFORCE
A00369,17,200000,M,M,515844,1,TYPE-B,51,1,QUARTERLY,192433,CANCELLED
A00370,17,100000,M,F,,4,TYPE-B,38,3,SEMI-ANNUAL,6166,CANCELLED
A00371,50,150000,M,M,300000,1,TYPE-B,35,3,ANNUAL,186899,INFORCE
A00372,12,100000.8,S,M,500004,1,TYPE-B,25,0,MONTHLY,533,CANCELLED
A00373,17,100000,M,M,300000,1,TYPE-B,48,2,QUARTERLY,216333,CANCELLED
A00374,17,100000,M,M,380004,1,TYPE-B,56,1,ANNUAL,142088,CANCELLED
A00375,17,100000,M,M,300000,1,TYPE-B,44,2,SEMI-ANNUAL,66711,CANCELLED
A00376,22,101999.88,S,M,249996,1,TYPE-B,25,0,MONTHLY,190155,INFORCE
A00377,17,100000,,,,1,TYPE-B,48,0,SEMI-ANNUAL,113877,INFORCE
A00378,17,100000.8,S,M,849996,1,TYPE-B,26,0,MONTHLY,215733,INFORCE
A00379,12,100000,S,M,260004,1,TYPE-B,26,0,ANNUAL,138366,CANCELLED
A00380,12,150000,S,M,300000,1,TYPE-B,48,0,ANNUAL,138366,CANCELLED
A00381,12,100000,M,M,500004,1,TYPE-B,53,3,SEMI-ANNUAL,207600,CANCELLED
A00382,17,100000,M,M,1599996,1,TYPE-B,30,2,SEMI-ANNUAL,41288,CANCELLED
A00383,66,100000.18,,,,1,TYPE-B,63,0,SEMI-ANNUAL,10077,INFORCE
A00384,53,199999,M,M,900000,1,TYPE-B,29,1,ANNUAL,210588,INFORCE
A00385,47,1000000,,,,NA,TYPE-B,9,3,ANNUAL,110155,INFORCE
A00386,17,100000,M,F,900000,1,TYPE-B,36,3,ANNUAL,204511,CANCELLED
A00387,17,100000,M,M,1400004,1,TYPE-B,48,2,ANNUAL,29599,CANCELLED
A00388,50,300000,M,M,1500000,1,TYPE-B,35,1,SEMI-ANNUAL,1866,INFORCE
A00389,36,100000.2,,,,1,TYPE-B,7,1,ANNUAL,10077,INFORCE
A00390,52,100000,M,F,384000,1,TYPE-B,33,1,ANNUAL,221600,INFORCE
A00391,12,100000,M,M,500004,1,TYPE-B,36,2,QUARTERLY,205344,CANCELLED
A00392,56,100000,M,M,249996,1,TYPE-B,27,3,ANNUAL,159822,INFORCE
A00393,17,120000,M,M,249996,1,TYPE-B,30,1,ANNUAL,48644,CANCELLED
A00394,59,100000.19,,,,1,TYPE-B,44,0,ANNUAL,10077,INFORCE
A00395,64,100000.19,,,,4,TYPE-B,38,0,ANNUAL,10077,INFORCE
A00396,12,100000,M,F,,4,TYPE-B,54,1,ANNUAL,210499,INFORCE
A00397,17,100000,M,M,600000,5,TYPE-B,49,1,ANNUAL,163011,CANCELLED
A00398,59,100000,S,F,120000,1,TYPE-B,23,0,ANNUAL,122555,INFORCE
A00399,17,100000,S,M,300000,1,TYPE-B,27,0,QUARTERLY,43600,CANCELLED
A00400,43,102000.84,M,M,999996,1,TYPE-B,42,3,MONTHLY,144722,INFORCE
A00401,27,100000,M,M,240000,1,TYPE-B,58,3,SEMI-ANNUAL,187511,INFORCE
A00402,30,100000,M,M,300000,1,TYPE-B,55,2,SEMI-ANNUAL,216488,CANCELLED
A00403,17,100000,,,,1,TYPE-B,52,0,ANNUAL,190700,CANCELLED
A00404,17,100000,,,,1,TYPE-B,52,0,ANNUAL,190700,CANCELLED
A00405,17,100000,,,,1,TYPE-B,7,3,ANNUAL,205477,INFORCE
A00406,12,100000,M,M,300000,1,TYPE-B,47,2,SEMI-ANNUAL,143400,INFORCE
A00407,32,120000.96,M,M,660000,1,TYPE-B,52,3,MONTHLY,128377,INFORCE
A00408,17,100000,M,F,,4,TYPE-B,34,1,ANNUAL,195544,INFORCE
A00409,17,100000,M,M,320004,1,TYPE-B,37,3,SEMI-ANNUAL,132299,CANCELLED
A00410,40,100000,M,F,429996,1,TYPE-B,44,1,QUARTERLY,117577,INFORCE
A00411,17,100000,M,F,,4,TYPE-B,34,1,ANNUAL,195544,INFORCE
A00412,17,100000,,,,1,TYPE-B,66,0,ANNUAL,210422,INFORCE
A00413,12,120001.08,M,M,300000,1,TYPE-B,58,3,MONTHLY,177388,CANCELLED
A00414,12,100000.8,M,M,500004,1,TYPE-B,47,2,MONTHLY,203877,CANCELLED
A00415,27,10000000,M,F,2100000,1,TYPE-B,57,3,ANNUAL,199133,INFORCE
A00416,57,100000.8,S,M,380004,1,TYPE-B,26,0,MONTHLY,70300,INFORCE
A00417,35,200000,M,F,300000,1,TYPE-B,50,1,QUARTERLY,150899,INFORCE
A00418,44,100000,M,M,360000,1,TYPE-B,41,2,QUARTERLY,150899,CANCELLED
A00419,39,100000,M,M,600000,1,TYPE-B,46,1,QUARTERLY,150899,INFORCE
A00420,56,120000,M,F,423996,1,TYPE-B,26,1,MONTHLY,127500,INFORCE
A00421,41,100000,M,M,600000,1,TYPE-B,43,3,SEMI-ANNUAL,69411,INFORCE
A00422,12,100000,M,F,,4,TYPE-B,43,3,ANNUAL,205355,CANCELLED
A00423,17,100000,M,F,,4,TYPE-B,50,2,ANNUAL,195544,INFORCE
A00424,54,100000,S,M,200004,1,TYPE-B,29,0,QUARTERLY,202433,CANCELLED
A00425,12,200000,M,M,600000,1,TYPE-B,43,1,ANNUAL,69411,INFORCE
A00426,33,1600000,M,M,440004,1,TYPE-B,52,1,QUARTERLY,223433,CANCELLED
A00427,12,100200,M,M,300000,1,TYPE-B,30,1,MONTHLY,24566,INFORCE
A00428,17,100000,M,F,150000,1,TYPE-B,36,3,ANNUAL,222466,INFORCE
A00429,12,100000.8,,,,1,TYPE-B,46,2,MONTHLY,24533,CANCELLED
A00430,45,150000,M,M,444996,1,TYPE-B,40,3,ANNUAL,169877,INFORCE
A00431,54,102000.84,S,M,300000,1,TYPE-B,29,0,MONTHLY,66699,CANCELLED
A00432,17,100000,S,M,405996,1,TYPE-B,29,0,QUARTERLY,165100,INFORCE
A00433,12,100000,M,M,300000,1,TYPE-B,37,2,QUARTERLY,100311,CANCELLED
A00434,17,119999.88,M,F,300000,1,TYPE-B,34,3,MONTHLY,100533,INFORCE
A00435,41,500000,M,M,279996,1,TYPE-B,44,1,ANNUAL,186899,INFORCE
A00436,37,100000,M,M,350004,1,TYPE-B,48,3,SEMI-ANNUAL,200533,INFORCE
A00437,12,100000.8,S,M,289992,1,TYPE-B,24,0,MONTHLY,153377,INFORCE
A00438,27,100000,M,F,360000,1,TYPE-B,58,3,SEMI-ANNUAL,195577,CANCELLED
A00439,22,103000.56,M,M,399996,5,TYPE-B,51,3,MONTHLY,20800,INFORCE
A00440,12,120000.96,M,F,249996,1,TYPE-B,38,2,MONTHLY,172955,INFORCE
A00441,47,180001.44,M,F,,4,TYPE-B,37,2,MONTHLY,53611,CANCELLED
A00442,12,100000,M,M,500004,1,TYPE-B,46,3,SEMI-ANNUAL,566,INFORCE
A00443,43,100000,M,M,300000,1,TYPE-B,42,3,SEMI-ANNUAL,51777,INFORCE
A00444,38,121550.64,M,M,1500000,1,TYPE-B,47,3,QUARTERLY,37900,INFORCE
A00445,17,100000,S,M,450000,1,TYPE-B,22,0,ANNUAL,187688,CANCELLED
A00446,46,120000.96,M,M,240000,1,TYPE-B,38,2,MONTHLY,218411,INFORCE
A00447,34,105000,M,M,225000,1,TYPE-B,51,2,ANNUAL,112877,INFORCE
A00448,32,100000,M,M,399996,1,TYPE-B,53,2,ANNUAL,137622,CANCELLED
A00449,12,200000,M,M,,6,TYPE-B,63,2,ANNUAL,87833,CANCELLED
A00450,12,100008,S,M,150000,1,TYPE-B,33,0,MONTHLY,113488,CANCELLED
A00451,17,100000,M,M,440004,1,TYPE-B,39,3,SEMI-ANNUAL,170177,CANCELLED
A00452,12,105000,,,,1,TYPE-B,54,0,MONTHLY,197733,CANCELLED
A00453,33,399883.08,M,M,1044996,1,TYPE-B,42,3,MONTHLY,5266,CANCELLED
A00454,28,200000,W,F,360000,1,TYPE-B,57,0,ANNUAL,119333,INFORCE
A00455,29,100000,M,F,840000,1,TYPE-B,56,1,ANNUAL,200533,INFORCE
A00456,12,100000,M,M,249996,5,TYPE-B,43,1,QUARTERLY,56299,INFORCE
A00457,12,100000,M,F,,4,TYPE-B,57,2,ANNUAL,21011,INFORCE
A00458,49,120000.96,M,M,300000,1,TYPE-B,36,1,MONTHLY,114200,INFORCE
A00459,12,120000.96,M,M,350004,1,TYPE-B,35,2,MONTHLY,10922,INFORCE
A00460,38,120000,M,M,1400004,1,TYPE-B,46,2,SEMI-ANNUAL,6288,INFORCE
A00461,22,100005,,,,1,TYPE-B,60,0,ANNUAL,46099,INFORCE
A00462,17,100000,,,,1,TYPE-B,38,0,SEMI-ANNUAL,96044,CANCELLED
A00463,40,100000.8,M,M,345600,1,TYPE-B,45,2,MONTHLY,11344,INFORCE
A00464,17,100000,S,M,999996,1,TYPE-B,29,0,ANNUAL,99544,CANCELLED
A00465,45,100000,M,M,350004,1,TYPE-B,40,3,ANNUAL,85544,CANCELLED
A00466,49,120000.96,M,M,300000,1,TYPE-B,36,2,MONTHLY,114200,CANCELLED
A00467,17,100000,M,F,,4,TYPE-B,22,1,ANNUAL,132300,INFORCE
A00468,17,100000,M,F,399996,1,TYPE-B,58,1,ANNUAL,202511,INFORCE
A00469,46,120000.96,M,M,240000,1,TYPE-B,38,3,MONTHLY,218411,INFORCE
A00470,39,102000.84,M,F,360000,1,TYPE-B,46,1,MONTHLY,229911,INFORCE
A00471,50,100000.8,M,F,450000,1,TYPE-B,34,1,MONTHLY,148955,INFORCE
A00472,27,2000000,M,M,2265588,1,TYPE-B,57,1,ANNUAL,61566,INFORCE
A00473,46,199999,M,M,699996,1,TYPE-B,39,3,SEMI-ANNUAL,205344,INFORCE
A00474,17,100000,S,M,499992,1,TYPE-B,25,0,ANNUAL,131022,INFORCE
A00475,17,100000,S,M,500004,1,TYPE-B,23,0,ANNUAL,131022,INFORCE
A00476,17,100000,M,M,399996,5,TYPE-B,38,2,SEMI-ANNUAL,179166,CANCELLED
A00477,43,160000,M,M,350004,1,TYPE-B,42,2,SEMI-ANNUAL,121344,INFORCE
A00478,12,100002.72,S,M,300000,1,TYPE-B,29,0,MONTHLY,236099,INFORCE
A00479,46,100000,M,M,399996,1,TYPE-B,38,2,ANNUAL,208211,INFORCE
A00480,42,100000,M,M,399996,1,TYPE-B,43,2,ANNUAL,208211,INFORCE
A00481,17,300000,M,M,384996,1,TYPE-B,39,3,ANNUAL,179600,CANCELLED
A00482,12,100000,M,M,399996,1,TYPE-B,47,1,SEMI-ANNUAL,179166,CANCELLED
A00483,12,100019.2,M,M,499992,1,TYPE-B,62,1,ANNUAL,108577,INFORCE
A00484,12,100000,M,F,,4,TYPE-B,35,1,ANNUAL,192044,INFORCE
A00485,30,100000,,,,1,TYPE-B,64,3,ANNUAL,179388,INFORCE
A00486,47,199999,M,M,699996,1,TYPE-B,37,3,ANNUAL,95855,CANCELLED
A00487,22,100000,M,M,500004,1,TYPE-B,35,2,SEMI-ANNUAL,67800,INFORCE
A00488,17,100000,,,,1,TYPE-B,35,0,SEMI-ANNUAL,52099,INFORCE
A00489,49,100000,S,M,800004,1,TYPE-B,36,0,ANNUAL,207733,INFORCE
A00490,17,100000,M,M,499992,1,TYPE-B,25,2,ANNUAL,140344,CANCELLED
A00491,44,100000,M,M,320004,1,TYPE-B,41,3,ANNUAL,37711,CANCELLED
A00492,12,150000,S,M,300000,1,TYPE-B,24,0,ANNUAL,30366,CANCELLED
A00493,12,100000,S,M,500004,1,TYPE-B,30,0,ANNUAL,115199,INFORCE
A00494,17,100000,,,,1,TYPE-B,38,1,ANNUAL,201122,INFORCE
A00495,12,120000.96,M,M,800004,1,TYPE-B,34,2,MONTHLY,245933,CANCELLED
A00496,17,100000,M,M,499992,1,TYPE-B,35,3,SEMI-ANNUAL,67800,INFORCE
A00497,12,100000,S,M,849996,1,TYPE-B,30,0,ANNUAL,187311,INFORCE
A00498,17,100000,M,M,800004,1,TYPE-B,29,2,ANNUAL,38122,INFORCE
A00499,27,100000,M,M,300000,1,TYPE-B,36,3,SEMI-ANNUAL,154255,INFORCE
A00500,17,120000.96,M,M,600000,1,TYPE-B,30,1,MONTHLY,64944,INFORCE
A00501,17,100000,S,M,300000,1,TYPE-B,22,0,ANNUAL,117155,CANCELLED
A00502,47,100000.8,M,F,219996,1,TYPE-B,37,2,MONTHLY,114333,INFORCE
A00503,17,100000,M,M,500004,1,TYPE-B,39,2,ANNUAL,234044,INFORCE
A00504,22,124999.98,,,,4,TYPE-B,27,1,ANNUAL,233955,INFORCE
A00505,36,100000,M,M,399996,1,TYPE-B,49,3,ANNUAL,37711,CANCELLED
A00506,17,100000,,,,NA,TYPE-B,29,0,ANNUAL,207733,INFORCE
A00507,47,1000000,M,M,6442920,1,TYPE-B,37,3,ANNUAL,110155,CANCELLED
A00508,17,107999.88,S,M,300000,1,TYPE-B,27,0,MONTHLY,57388,CANCELLED
A00509,29,100000,M,M,360000,1,TYPE-B,56,2,ANNUAL,50466,INFORCE
A00510,12,350000,M,M,500004,1,TYPE-B,36,1,ANNUAL,192044,INFORCE
A00511,38,198000,M,M,4800000,1,TYPE-B,47,1,ANNUAL,58177,INFORCE
A00512,38,400000,M,M,1400004,1,TYPE-B,46,3,SEMI-ANNUAL,140233,INFORCE
A00513,12,100000,S,M,350004,1,TYPE-B,29,0,ANNUAL,96911,INFORCE
A00514,43,100000,M,M,1200000,1,TYPE-B,41,1,ANNUAL,211011,INFORCE
A00515,17,119999.88,M,M,500004,1,TYPE-B,30,1,MONTHLY,88377,INFORCE
A00516,12,100000,M,M,249996,1,TYPE-B,46,1,SEMI-ANNUAL,66088,CANCELLED
A00517,12,200000,M,M,,6,TYPE-B,47,3,ANNUAL,208077,CANCELLED
A00518,31,102700.8,M,M,1700004,1,TYPE-B,44,1,MONTHLY,248799,INFORCE
A00519,29,199900,M,M,200004,1,TYPE-B,56,3,SEMI-ANNUAL,272000,CANCELLED
A00520,12,100000,M,M,450000,5,TYPE-B,30,3,ANNUAL,192255,INFORCE
A00521,17,100000,M,M,300000,1,TYPE-B,49,1,ANNUAL,120411,CANCELLED
A00522,35,100000,M,M,399996,1,TYPE-B,50,2,ANNUAL,159500,INFORCE
A00523,17,119999.88,M,M,399996,1,TYPE-B,36,3,MONTHLY,134844,CANCELLED
A00524,17,120000.96,,,,5,TYPE-B,50,0,MONTHLY,262411,CANCELLED
A00525,12,100000,M,M,392004,1,TYPE-B,45,1,SEMI-ANNUAL,250955,CANCELLED
A00526,17,130000,M,M,650004,1,TYPE-B,25,1,SEMI-ANNUAL,106855,INFORCE
A00527,17,100000,M,M,699996,1,TYPE-B,45,2,ANNUAL,199999,INFORCE
A00528,12,100000,M,M,249996,1,TYPE-B,48,1,ANNUAL,7088,CANCELLED
A00529,17,140000,S,M,999996,1,TYPE-B,37,0,ANNUAL,20811,INFORCE
A00530,12,143999.88,M,M,500004,1,TYPE-B,36,3,MONTHLY,265455,CANCELLED
A00531,12,100000.8,M,M,350004,1,TYPE-B,35,3,MONTHLY,93477,CANCELLED
A00532,17,125000,M,F,360000,1,TYPE-B,43,2,ANNUAL,91844,INFORCE
A00533,17,100000,M,F,,4,TYPE-B,34,2,ANNUAL,271066,INFORCE
A00534,17,100000,M,M,500004,1,TYPE-B,37,1,ANNUAL,271066,INFORCE
A00535,12,100000,M,M,200004,5,TYPE-B,43,2,ANNUAL,7655,INFORCE
A00536,17,100000,,,,1,TYPE-B,56,0,ANNUAL,263188,CANCELLED
A00537,17,100000,M,F,,4,TYPE-B,24,3,ANNUAL,269144,INFORCE
A00538,38,120000.96,M,M,350004,1,TYPE-B,37,2,MONTHLY,183055,INFORCE
A00539,29,256750,M,M,999996,1,TYPE-B,46,3,SEMI-ANNUAL,103300,CANCELLED
A00540,47,100000,S,F,240000,1,TYPE-B,26,0,ANNUAL,10077,INFORCE
A00541,27,144000,M,M,500004,1,TYPE-B,37,3,MONTHLY,240933,INFORCE
A00542,12,100000,M,M,500004,5,TYPE-B,39,3,ANNUAL,283022,CANCELLED
A00543,17,100000,,,,1,TYPE-B,35,0,ANNUAL,47399,INFORCE
A00544,17,149999,M,M,1434996,1,TYPE-B,26,2,ANNUAL,86000,INFORCE
A00545,29,100000,W,F,300000,1,TYPE-B,56,0,ANNUAL,225288,CANCELLED
A00546,47,100000,M,F,600000,1,TYPE-B,38,3,ANNUAL,85544,CANCELLED
A00547,32,100000,M,F,500004,1,TYPE-B,53,2,ANNUAL,180566,INFORCE
A00548,17,100000.8,M,M,350004,1,TYPE-B,33,3,MONTHLY,97388,INFORCE
A00549,17,100000,,,,1,TYPE-B,53,0,ANNUAL,47399,CANCELLED
A00550,27,120000,S,M,450000,1,TYPE-B,25,0,MONTHLY,252411,CANCELLED
A00551,17,500000,M,M,3999996,1,TYPE-B,45,3,ANNUAL,287577,INFORCE
A00552,17,100000,M,F,,4,TYPE-B,43,1,ANNUAL,41722,INFORCE
A00553,28,100000,M,M,273000,1,TYPE-B,56,2,ANNUAL,127333,CANCELLED
A00554,31,150000,M,M,549996,1,TYPE-B,53,1,ANNUAL,30366,INFORCE
A00555,39,199999,M,M,500004,1,TYPE-B,45,3,ANNUAL,114144,INFORCE
A00556,43,100000,M,F,399996,1,TYPE-B,41,3,ANNUAL,125455,CANCELLED
A00557,17,100000,,,,6,TYPE-B,63,0,ANNUAL,30433,INFORCE
A00558,37,100000,M,M,1200000,1,TYPE-B,48,3,ANNUAL,130066,INFORCE
A00559,12,100000,M,M,300000,1,TYPE-B,43,3,SEMI-ANNUAL,86077,INFORCE
A00560,17,100000,M,M,800004,1,TYPE-B,39,1,ANNUAL,81655,CANCELLED
A00561,50,180001.44,M,M,2000004,1,TYPE-B,34,2,MONTHLY,213888,INFORCE
A00562,17,100000,S,M,300000,1,TYPE-B,26,0,ANNUAL,247655,CANCELLED
A00563,40,100000,M,M,200004,1,TYPE-B,34,3,ANNUAL,10077,INFORCE
A00564,17,120000.96,M,M,399996,1,TYPE-B,45,3,MONTHLY,51655,CANCELLED
A00565,12,200000,M,M,3000000,1,TYPE-B,60,2,ANNUAL,125866,INFORCE
A00566,17,100000,M,M,699996,1,TYPE-B,48,2,SEMI-ANNUAL,313399,CANCELLED
A00567,12,100000,M,M,600000,1,TYPE-B,36,2,ANNUAL,29577,INFORCE
A00568,49,100000,M,M,600000,1,TYPE-B,35,1,ANNUAL,167666,INFORCE
A00569,12,100000,M,M,500004,1,TYPE-B,57,1,ANNUAL,167666,CANCELLED
A00570,22,100005,S,M,1200000,1,TYPE-B,34,0,ANNUAL,33711,CANCELLED
A00571,12,100000,S,M,249996,1,TYPE-B,24,0,SEMI-ANNUAL,250500,INFORCE
A00572,63,400000,S,M,1560000,1,TYPE-B,19,0,ANNUAL,327766,INFORCE
A00573,55,100000,,,,1,TYPE-B,70,0,ANNUAL,289833,INFORCE
A00574,38,120000.96,M,M,499992,1,TYPE-B,36,3,MONTHLY,184844,INFORCE
A00575,32,100000,,,,1,TYPE-B,62,2,ANNUAL,7088,CANCELLED
A00576,12,100000,M,M,300000,1,TYPE-B,24,2,ANNUAL,247166,INFORCE
A00577,17,149999.88,M,M,500004,1,TYPE-B,35,3,MONTHLY,154699,INFORCE
A00578,36,100000,M,M,420000,1,TYPE-B,48,1,SEMI-ANNUAL,180644,INFORCE
A00579,17,119999.88,M,M,500004,1,TYPE-B,48,1,MONTHLY,265755,INFORCE
A00580,17,100000,,,,1,TYPE-B,39,0,ANNUAL,181488,INFORCE
A00581,69,100000.19,,,,4,TYPE-B,56,0,ANNUAL,10077,INFORCE
A00582,17,100000,M,M,300000,1,TYPE-B,37,1,SEMI-ANNUAL,139988,INFORCE
A00583,12,100000,M,M,2499996,1,TYPE-B,30,2,ANNUAL,239455,CANCELLED
A00584,17,100000,,,,1,TYPE-B,39,1,SEMI-ANNUAL,265166,INFORCE
A00585,12,100000,W,F,,4,TYPE-B,41,0,ANNUAL,113877,INFORCE
A00586,12,100000,M,M,500004,1,TYPE-B,43,3,SEMI-ANNUAL,294788,CANCELLED
A00587,17,100000,,,,1,TYPE-B,26,0,ANNUAL,295888,CANCELLED
A00588,17,100000,,,,1,TYPE-B,71,3,ANNUAL,273677,INFORCE
A00589,12,200000,M,F,,4,TYPE-B,37,1,SEMI-ANNUAL,319055,CANCELLED
A00590,22,100000.19,M,M,360000,1,TYPE-B,52,2,ANNUAL,10077,CANCELLED
A00591,22,100000,M,M,1599996,1,TYPE-B,41,3,SEMI-ANNUAL,276277,CANCELLED
A00592,17,100000,W,M,480000,1,TYPE-B,53,0,ANNUAL,186577,CANCELLED
A00593,12,100000,M,M,300000,1,TYPE-B,28,1,ANNUAL,297999,INFORCE
